Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"Delete User Account","As an Administrator, I want to permanently delete a user's account so that I can revoke access for personnel who have left the organization.","Story","Backlog","High","pm@project.com","pm@project.com","",14.8,"user-management,admin,security","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-008","2024-01-01 09:00","2024-01-01 09:00","C#,WPF,EF Core"
"Backend: Implement User Management Service (Delete)","Extend `UserManagementService` with a `DeleteUserAsync` method. This method will permanently remove a user record from the database. It must include safety checks to prevent self-deletion and deletion of the last active administrator.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",7.2,"EPIC-002,WI-010,backend,user-management","Sprint 2","User & Session Management","DicomApp","","Method successfully deletes the specified user from the database.","US-010","TASK-032","2024-01-01 09:00","2024-01-01 09:00","C#,Entity Framework Core"
"UI: Implement Delete User Confirmation and Logic","In the `UserManagementViewModel`, implement the command for the 'Delete' button. This command should first display a confirmation dialog. Upon confirmation, it will call the `UserManagementService.DeleteUserAsync` method and refresh the user list upon success.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",7.5,"EPIC-002,WI-010,UI,user-management","Sprint 2","User & Session Management","DicomApp","","The 'Delete' button is disabled in the UI for the current user and the last admin.","US-010","TASK-030,TASK-034","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Reset User Password","As an Administrator, I want to reset a user's password so that I can restore access for a user who has forgotten their credentials.","Story","Backlog","Critical","pm@project.com","pm@project.com","",24.3,"user-management,security,admin","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-012","2024-01-01 09:00","2024-01-01 09:00","C#,WPF,Security"
"Backend: Implement Password Reset Logic in Service","Extend `UserManagementService` with a `ResetPasswordAsync` method. This method will generate a new temporary password, hash it, update the user's password hash in the database, and set the `isTemporaryPassword` flag to true. It must also log the event to the audit trail.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",9.2,"EPIC-002,WI-012,backend,security","Sprint 2","User & Session Management","DicomApp","","The method generates a cryptographically secure temporary password.","US-011","TASK-029","2024-01-01 09:00","2024-01-01 09:00","C#,Entity Framework Core,BCrypt"
"UI: Implement Password Reset Dialog and Logic","In the `UserManagementViewModel`, implement a command for a 'Reset Password' button. This will show a confirmation dialog, and on confirmation, call the `ResetPasswordAsync` service method. A subsequent dialog will display the new temporary password to the admin.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8.3,"EPIC-002,WI-012,UI,user-management","Sprint 2","User & Session Management","DicomApp","","A 'Reset Password' button is available for users (but disabled for self).","US-011","TASK-030,TASK-036","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Forced Password Change on First Login","As a System User, I want to be forced to change my temporary password upon my first login so that my account is secured with a password that only I know.","Story","Backlog","Critical","pm@project.com","pm@project.com","",32.3,"security,authentication,workflow","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-011","2024-01-01 09:00","2024-01-01 09:00","C#,WPF"
"Backend: Update Authentication Flow for Forced Change","Modify the `AuthenticationService` to check the `isTemporaryPassword` flag. If true, the service should return a distinct status (e.g., `AuthenticationResult.ForceChangePassword`) that the client can use to trigger the redirection.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",6,"EPIC-002,WI-012,backend,authentication","Sprint 2","User & Session Management","DicomApp","","Logging in with an account where `isTemporaryPassword` is true returns the new, specific status.","US-012","TASK-016","2024-01-01 09:00","2024-01-01 09:00","C#"
"UI: Create Force Change Password View and ViewModel","Create a new, non-dismissible view (`ForceChangePasswordView`) and its ViewModel. The view will contain fields for the new password and confirmation. The ViewModel will validate the new password against the system policy and call a service to update it.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",12,"EPIC-002,WI-012,UI,security","Sprint 2","User & Session Management","DicomApp","","The view is created with fields for new password and confirmation.","US-012","TASK-025","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"UI: Implement Post-Login Redirection Logic","In the `LoginViewModel` or a central navigation service, update the logic that handles a successful login. Based on the result from `AuthenticationService`, it should either navigate to the main application window or to the `ForceChangePasswordView`.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",6.3,"EPIC-002,WI-012,UI,navigation","Sprint 2","User & Session Management","DicomApp","","If auth result is `Success`, navigate to MainWindow.","US-012","TASK-018,TASK-038,TASK-039","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Automatic Session Lock on Inactivity","As a System User, I want the application to automatically lock itself after 15 minutes of inactivity so that sensitive patient information is protected if I walk away from my workstation.","Story","Backlog","Critical","pm@project.com","pm@project.com","",39,"security,session-lock,hipaa","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-005","2024-01-01 09:00","2024-01-01 09:00","WPF,C#"
"Create Lock Screen View and ViewModel","Develop the `LockScreenView.xaml` as a user control that can be overlaid on the main window. It will contain a password box and an 'Unlock' button. The `LockScreenViewModel` will handle the password input and the unlock command.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8.2,"EPIC-002,WI-013,UI,session-lock","Sprint 2","User & Session Management","DicomApp","","`LockScreenView.xaml` and its ViewModel are created.","US-013","","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Integrate Lock Screen Overlay with Inactivity Event","In the main application shell (e.g., `MainWindowViewModel`), subscribe to the `InactivityMonitorService.OnInactive` event. The event handler will make the `LockScreenView` visible, effectively locking the application. The application state must be preserved behind the overlay.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",7.2,"EPIC-002,WI-013,integration,session-lock","Sprint 2","User & Session Management","DicomApp","","The `OnInactive` event triggers the `LockScreenView` to become visible.","US-013","TASK-042,TASK-043","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Unlock Session with Password","As a System User whose session is locked, I want to re-enter my password to unlock the application so that I can quickly and securely resume my work.","Story","Backlog","Critical","pm@project.com","pm@project.com","",22.3,"security,session-lock","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-013","2024-01-01 09:00","2024-01-01 09:00","WPF,C#"
"Backend: Implement Session Unlock Verification Logic","In the `AuthenticationService`, create a new method `VerifyUnlockPasswordAsync(string password)`. This method will get the current user from the `ICurrentUserContext`, retrieve their hash from the database, and use BCrypt to verify the provided password.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",6,"EPIC-002,WI-013,backend,session-lock","Sprint 2","User & Session Management","DicomApp","","The method returns true for the correct password.","US-014","TASK-016,TASK-020","2024-01-01 09:00","2024-01-01 09:00","C#,BCrypt"
"UI: Implement Unlock Logic in LockScreenViewModel","Implement the `UnlockCommand` in the `LockScreenViewModel`. This command will call the `VerifyUnlockPasswordAsync` method. On success, it will trigger an event to hide the lock screen. On failure, it will display an error message and clear the password field. It will also track the number of failed attempts.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8.3,"EPIC-002,WI-013,UI,session-lock","Sprint 2","User & Session Management","DicomApp","","The `UnlockCommand` calls the backend verification method.","US-014","TASK-043,TASK-045","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Implement Forced Logout after 5 Failed Unlocks","In the `LockScreenViewModel`, after the failed attempt counter reaches 5, instead of just showing an error, trigger a global 'logout' event. The main application shell will handle this event by terminating the user session, hiding the main window, and showing the login window.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",6.3,"EPIC-002,WI-013,security,session-lock","Sprint 2","User & Session Management","DicomApp","","After the 5th consecutive failed unlock attempt, a logout is triggered.","US-014","TASK-046","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Receive and Store DICOM Studies from Modalities","As a System, I want to function as a DICOM C-STORE SCP, automatically receiving studies from medical imaging modalities and reliably persisting them to storage so that data can be seamlessly imported from across the network.","Story","Backlog","Critical","pm@project.com","pm@project.com","",43.5,"dicom,scp,ingestion","Sprint 3","DICOM Core Functionality","DicomApp",,,"EPIC-003","US-003,US-017","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,C#,RabbitMQ"
"Service: Implement DICOM DB Ingestion Consumer","Create a new RabbitMQ consumer hosted service that subscribes to the DICOM metadata queue. On receiving a message, it will perform an upsert operation for the Patient, Study, Series, and Image records in the database within a single transaction.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",12,"EPIC-003,WI-015,consumer,ingestion","Sprint 3","DICOM Core Functionality","DicomApp","","The consumer is registered and starts with the Windows Service.","US-015","TASK-010,TASK-050","2024-01-01 09:00","2024-01-01 09:00","RabbitMQ,C#,Entity Framework Core"
"Service: Implement File Move Logic on Successful Ingestion","Extend the DICOM DB ingestion consumer. After the database transaction successfully commits, the consumer must move the DICOM file from its temporary location to its final, structured storage path (`[StoragePath]\\[PatientID]\\[StudyUID]\\[SeriesUID]`).","Task","Backlog","High","backend-dev@project.com","pm@project.com","",3.2,"EPIC-003,WI-015,ingestion,file-system","Sprint 3","DICOM Core Functionality","DicomApp","","The file is moved only after the database write is successful.","US-015","TASK-051","2024-01-01 09:00","2024-01-01 09:00","C#,.NET I/O"
"Query and Retrieve Studies from a Remote PACS","As a Technician or Admin, I want to query a remote PACS for studies and retrieve them to my local system so that I can view or work with prior imaging.","Story","Backlog","Critical","pm@project.com","pm@project.com","",46.5,"dicom,pacs,c-find,c-move","Sprint 3","DICOM Core Functionality","DicomApp",,,"EPIC-003","US-015","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,WPF,C#"
"UI: Create PACS Query View and ViewModel","Develop the WPF view (`PacsQueryView`) and ViewModel for the PACS query and retrieve feature. The UI will have fields for search criteria (Patient ID, Study Date, Modality), a button to initiate the search, a grid to display results, and a button to trigger the C-MOVE.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",12,"EPIC-003,WI-016,UI,PACS","Sprint 3","DICOM Core Functionality","DicomApp","","The UI is created with all necessary controls.","US-016","TASK-053","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"UI: Implement Real-Time Feedback for C-MOVE","Enhance the `DicomScuService` and `PacsQueryViewModel` to provide real-time feedback on C-MOVE operations. This can be done using events or progress callbacks from the `fo-dicom` client to update the UI with the number of completed sub-operations and the final success/failure status.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",9.2,"EPIC-003,WI-016,UI,feedback","Sprint 3","DICOM Core Functionality","DicomApp","","The UI displays a progress indicator while a C-MOVE is active.","US-016","TASK-054","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#,fo-dicom"
"Admin UI: PACS Configuration Management","Create a UI in the Administration area for managing remote PACS configurations (AE Title, IP, Port). This includes adding, editing, and deleting PACS entries. A 'Verify' button should perform a C-ECHO test against the selected PACS.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",11.2,"EPIC-003,WI-016,admin,configuration","Sprint 3","DICOM Core Functionality","DicomApp","","Admin can create, read, update, and delete PACS connection details.","US-016","TASK-053","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"View DICOM Images with High Performance","As a Technician or Admin, I want to open and view DICOM images in a high-performance, GPU-accelerated viewer so that I can conduct diagnostic reads efficiently, even with large multi-frame series.","Story","Backlog","Critical","pm@project.com","pm@project.com","",92.8,"dicom,viewer,performance,directx","Sprint 3","DICOM Core Functionality","DicomApp",,,"EPIC-003","","2024-01-01 09:00","2024-01-01 09:00","WPF,DirectX,Vortice.Windows"
"Spike: Prototype DirectX Rendering Pipeline with Vortice.Windows","Create a minimal proof-of-concept WPF application to validate the core rendering pipeline. This spike should: 1. Initialize a DirectX 11 device and context using Vortice.Windows. 2. Create a D3DImage for hosting DirectX content in WPF. 3. Load a single DICOM image's pixel data into a DirectX texture. 4. Render the texture to the D3DImage surface. The goal is to de-risk the technical complexity of this approach.","Task","Backlog","Critical","gpu-dev@project.com","pm@project.com","",16.7,"EPIC-003,WI-017,spike,viewer,DirectX","Sprint 3","DICOM Core Functionality","DicomApp","","A sample DICOM image is successfully rendered in a WPF window using DirectX.","US-017","","2024-01-01 09:00","2024-01-01 09:00","WPF,DirectX,Vortice.Windows,C#"
"Viewer: Implement Core DicomViewerControl","Create the main `DicomViewerControl` as a WPF UserControl. Based on the spike, set up the DirectX device, swap chain, and D3DImage interop. The control will expose a dependency property to accept a DICOM image object, which will trigger the rendering pipeline.","Task","Backlog","High","gpu-dev@project.com","pm@project.com","",14.2,"EPIC-003,WI-017,viewer,DirectX","Sprint 3","DICOM Core Functionality","DicomApp","","The `DicomViewerControl` is created.","US-017","TASK-057","2024-01-01 09:00","2024-01-01 09:00","WPF,DirectX,Vortice.Windows,C#"
"Viewer: Implement Zoom and Pan Tools","Implement the logic for zooming and panning the image. This will involve updating the transformation matrix (view matrix) that is passed to the vertex shader. Handle mouse wheel for zooming and mouse drag for panning.","Task","Backlog","High","gpu-dev@project.com","pm@project.com","",10.2,"EPIC-003,WI-017,viewer,tools","Sprint 3","DICOM Core Functionality","DicomApp","","Scrolling the mouse wheel zooms the image in and out, centered on the cursor.","US-017","TASK-058","2024-01-01 09:00","2024-01-01 09:00","DirectX,WPF,Linear Algebra"
"Import Local DICOM Studies with Duplicate Handling","As a Technician or Admin, I want to import DICOM studies from my computer or a network share by dragging and dropping them into the application so that I can easily work with data from external media like CDs.","Story","Backlog","Critical","pm@project.com","pm@project.com","",38.8,"dicom,import,usability","Sprint 3","DICOM Core Functionality","DicomApp",,,"EPIC-003","US-015","2024-01-01 09:00","2024-01-01 09:00","WPF,fo-dicom"
"Implement Drag-and-Drop Handler on Main Window","Implement the necessary event handlers (`AllowDrop`, `DragEnter`, `Drop`) on the application's main window to accept file and folder drops from Windows Explorer. The handler should collect the list of file paths.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",6,"EPIC-003,WI-018,import,UI","Sprint 3","DICOM Core Functionality","DicomApp","","The main window's drop target is correctly configured.","US-019","","2024-01-01 09:00","2024-01-01 09:00","WPF,C#"
"Implement Import Service for File Validation and Grouping","Create an `ImportService` that takes a list of file paths. It will iterate through them, use `fo-dicom` to validate that each is a valid DICOM file, parse their Study/Series UIDs, and group them by study. It will produce a report of any invalid files.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",9.2,"EPIC-003,WI-018,import,validation","Sprint 3","DICOM Core Functionality","DicomApp","","The service correctly identifies valid and invalid DICOM files.","US-019","TASK-065","2024-01-01 09:00","2024-01-01 09:00","C#,fo-dicom"
"Implement Duplicate Study Detection and Resolution UI","For each study grouped by the `ImportService`, check against the database if the Study Instance UID already exists. If it does, display a modal dialog to the user with the three choices: 'Overwrite', 'Discard', or 'Save as New'.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",12,"EPIC-003,WI-018,import,duplicate-handling","Sprint 3","DICOM Core Functionality","DicomApp","","The service correctly queries the database to check for duplicate UIDs.","US-019","TASK-066","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Queue Approved Imports for Asynchronous Processing","After validation and duplicate resolution, for each study approved for import, copy its files to a temporary staging location and publish a message to the same RabbitMQ ingestion queue used by the C-STORE SCP. This reuses the existing, reliable ingestion pipeline.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",7.2,"EPIC-003,WI-018,import,decoupling","Sprint 3","DICOM Core Functionality","DicomApp","","The `ImportService` uses the `IMessageProducer` to queue a message for each new study.","US-019","TASK-009,TASK-051,TASK-067","2024-01-01 09:00","2024-01-01 09:00","C#,RabbitMQ"
"Export Images to Common Formats","As a Technician or Admin, I want to export selected DICOM images or series to common formats like JPEG or PNG so that I can use them in presentations or other documents.","Story","Backlog","High","pm@project.com","pm@project.com","",12.2,"dicom,export","Sprint 3","DICOM Core Functionality","DicomApp",,,"EPIC-003","US-017","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,C#"
"Implement DICOM to JPEG/PNG Export Service","Create an `ExportService` that takes a DICOM image object, an output format, and resolution settings. Use `fo-dicom`'s image rendering capabilities to convert the pixel data into a standard image format (e.g., via `System.Drawing` or `ImageSharp`) and save it to a file.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",8.3,"EPIC-003,WI-018,export","Sprint 3","DICOM Core Functionality","DicomApp","","The service can successfully convert a DICOM image to a JPEG file.","US-020","","2024-01-01 09:00","2024-01-01 09:00","C#,fo-dicom"
"Create Export Options UI","Create a UI (e.g., a modal dialog) that allows the user to select the export format (JPEG/PNG), specify the output resolution, and choose a destination folder. This UI will then call the `ExportService` to perform the operation.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",4.2,"EPIC-003,WI-018,export,UI","Sprint 3","DICOM Core Functionality","DicomApp","","The UI provides options for format and resolution.","US-020","TASK-069","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Create and Save Non-Destructive Annotations","As a Technician or Admin, I want to create and save non-destructive annotations and measurements on images so that I can mark findings and communicate them to others without altering the original image data.","Story","Backlog","Critical","pm@project.com","pm@project.com","",51.2,"dicom,annotations,gsps","Sprint 3","DICOM Core Functionality","DicomApp",,,"EPIC-003","US-018","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,WPF,C#"
"Spike: Research GSPS Object Creation with fo-dicom","Investigate the `fo-dicom` library's capabilities for creating DICOM Grayscale Softcopy Presentation State (GSPS) objects. The goal is to build a minimal proof-of-concept that creates a valid GSPS file containing a simple annotation (e.g., a single line or text box) and verify its validity with a third-party DICOM viewer.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",12.7,"EPIC-003,WI-035,spike,annotations,GSPS","Sprint 3","DICOM Core Functionality","DicomApp","","A PoC successfully creates a DICOM file with a SOP Class UID for GSPS.","US-021","","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,C#,DICOM Standard"
"Secure Data At-Rest and In-Transit","As a Security Officer, I want to ensure all sensitive data is securely stored and transmitted, including encrypted database columns for PHI, encrypted database connections, and secure storage for application secrets, so that the system is compliant with HIPAA security rules.","Story","Backlog","Critical","pm@project.com","pm@project.com","",48.7,"security,encryption,hipaa","Sprint 3","Security & Compliance","DicomApp",,,"EPIC-004","US-017,US-005","2024-01-01 09:00","2024-01-01 09:00","PostgreSQL,pgcrypto,EF Core"
"Spike: Prototype pgcrypto Integration with EF Core","Research and prototype the best method for integrating PostgreSQL's `pgcrypto` functions (`pgp_sym_encrypt`, `pgp_sym_decrypt`) with EF Core. Compare using custom `IValueConverter`s vs. computed columns with functions in the migration. The goal is to find a secure and maintainable approach.","Task","Backlog","Critical","security-dev@project.com","pm@project.com","",12,"EPIC-004,WI-023,spike,encryption,security","Sprint 3","Security & Compliance","DicomApp","","A PoC successfully saves an entity with an encrypted string property.","US-025","TASK-050","2024-01-01 09:00","2024-01-01 09:00","PostgreSQL,pgcrypto,Entity Framework Core,C#"
"Implement DB Encryption for all PHI Columns","Based on the spike's outcome, apply the chosen encryption pattern to all columns containing PHI across all entities (e.g., `Patient.PatientName`, `User.Username`). This will likely involve creating a reusable `EncryptedString` value converter or attribute and applying it to the model.","Task","Backlog","High","security-dev@project.com","pm@project.com","",14.2,"EPIC-004,WI-023,encryption,security","Sprint 3","Security & Compliance","DicomApp","","All identified PHI properties in the EF Core model are configured for encryption.","US-025","TASK-085","2024-01-01 09:00","2024-01-01 09:00","Entity Framework Core,C#"
"Create Migration to Enable pgcrypto and Encrypt Data","Create a new EF Core migration. This migration must: 1. Add a `CREATE EXTENSION IF NOT EXISTS ""pgcrypto"";` statement. 2. Alter all relevant PHI columns from their current type (e.g., `text`) to `bytea`. 3. Include an SQL statement to encrypt the existing data in those columns during the migration.","Task","Backlog","High","db-dev@project.com","pm@project.com","",6.3,"EPIC-004,WI-023,database,migration","Sprint 3","Security & Compliance","DicomApp","","The migration is generated.","US-025","TASK-086","2024-01-01 09:00","2024-01-01 09:00","Entity Framework Core,SQL,PostgreSQL"
"Edit DICOM Metadata Securely","As an Administrator, I want to edit DICOM metadata for a study without altering the original files so that I can correct data entry errors while maintaining a clear, auditable history of the original data.","Story","Backlog","Critical","pm@project.com","pm@project.com","",43.5,"dicom,metadata,audit,security","Sprint 3","Security & Compliance","DicomApp",,,"EPIC-004","US-022,US-017","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,C#,WPF"
"Implement 'Working Copy' Service","Create a service responsible for managing working copies. It will have methods to: 1. Create a working copy of a study (duplicate files and create a new `Study` record linked to the original). 2. Get the path to a working copy file. 3. Detect if a working copy exists for a given study. 4. Discard a working copy.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",12,"EPIC-004,WI-021,non-destructive,backend","Sprint 3","Security & Compliance","DicomApp","","The `CreateWorkingCopy` method successfully duplicates files and creates the linked DB record.","US-023","TASK-050","2024-01-01 09:00","2024-01-01 09:00","C#,Entity Framework Core,.NET I/O"
"Implement Metadata Save Logic with Auditing","Implement the 'Save' command in the `MetadataEditorViewModel`. This will use `fo-dicom` to update the tags in the working copy files. For each changed tag, it must call the `AuditService` to log the change, including the tag, old value, and new value.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",12,"EPIC-004,WI-021,auditing,metadata","Sprint 3","Security & Compliance","DicomApp","","Saving successfully updates the DICOM files in the working copy folder.","US-023","TASK-076,TASK-080","2024-01-01 09:00","2024-01-01 09:00","C#,fo-dicom"
"Create Anonymized Copies of DICOM Studies","As a Researcher or Administrator, I want to create a de-identified copy of a DICOM study so that I can use the data for research or training purposes without exposing Protected Health Information.","Story","Backlog","High","pm@project.com","pm@project.com","",39.7,"dicom,anonymization,hipaa","Sprint 3","Security & Compliance","DicomApp",,,"EPIC-004","US-017","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,C#"
"Backend: Implement DICOM Metadata Anonymization Service","Create an `AnonymizationService` that takes a study and an anonymization profile. The service will create a new set of DICOM files, use `fo-dicom` to iterate through the tags, and remove or replace PHI tags according to the profile rules (e.g., HIPAA Safe Harbor). It will also handle pseudonymization (hashing UIDs).","Task","Backlog","High","backend-dev@project.com","pm@project.com","",12,"EPIC-004,WI-025,anonymization,HIPAA","Sprint 3","Security & Compliance","DicomApp","","The service creates a new copy of the study files.","US-026","","2024-01-01 09:00","2024-01-01 09:00","C#,fo-dicom,DICOM Standard"
"Backend: Implement Pixel Data Anonymization (Blackout)","Extend the `AnonymizationService` to handle pixel-level anonymization. This method will take a DICOM image and a list of geometric regions (rectangles, polygons). It will create a new copy of the image and use image processing to 'burn in' black boxes over the specified regions in the pixel data.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",9.2,"EPIC-004,WI-025,anonymization,pixel-data","Sprint 3","Security & Compliance","DicomApp","","The method creates a new DICOM file with modified pixel data.","US-026","TASK-089","2024-01-01 09:00","2024-01-01 09:00","C#,fo-dicom,Image Processing"
"Ensure all async/await patterns are used for long-running UI operations","Review and refactor all UI-initiated, long-running operations (file I/O, network requests) to use the `async/await` pattern, ensuring the UI thread is never blocked.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",12,"EPIC-001,WI-040,performance,ui,async","Sprint 3","Core Architecture & Foundational Setup","DicomApp","","No long-running operations block the UI thread.","","TASK-003","2024-01-01 09:00","2024-01-01 09:00","C#,async/await,WPF"
"Ensure application is fully accessible via keyboard","Implement and verify that all UI controls are navigable and interactive using standard keyboard commands (Tab, Shift+Tab, Enter, Arrow keys).","Task","Backlog","Medium","frontend-dev@project.com","pm@project.com","",12,"EPIC-001,WI-042,accessibility,ui,wcag","Sprint 3","Core Architecture & Foundational Setup","DicomApp","","Every interactive UI element can be reached and activated using only the keyboard.","","TASK-003","2024-01-01 09:00","2024-01-01 09:00","WPF,Accessibility"
"Manipulate Image Views with Standard Tools","As a Technician or Admin, I want to use a standard set of image manipulation tools (Zoom, Pan, Window/Level, Rotate) so that I can adjust the image presentation to optimize my review.","Story","Backlog","Critical","pm@project.com","pm@project.com","",16.5,"dicom,viewer,tools","Sprint 4","DICOM Core Functionality","DicomApp",,,"EPIC-003","US-017","2024-01-01 09:00","2024-01-01 09:00","WPF,DirectX"
"Viewer: Implement Rotate and Flip Tools","Implement the logic for rotation (90-degree increments) and flipping (horizontal/vertical). This will be handled by updating the transformation matrix passed to the vertex shader. Create UI buttons to trigger these actions.","Task","Backlog","High","gpu-dev@project.com","pm@project.com","",6,"EPIC-003,WI-017,viewer,tools","Sprint 4","DICOM Core Functionality","DicomApp","","Clicking the 'Rotate Right' button rotates the image 90 degrees clockwise.","US-018","TASK-060","2024-01-01 09:00","2024-01-01 09:00","DirectX,WPF"
"Viewer: Implement WW/WL Presets","Create a mechanism to define and apply common WW/WL presets (e.g., Lung, Bone, Brain). This will involve creating a list of preset objects (Name, Window, Level) and UI elements (e.g., a dropdown menu) to select them. Selecting a preset updates the values sent to the pixel shader.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",4.2,"EPIC-003,WI-017,viewer,tools,presets","Sprint 4","DICOM Core Functionality","DicomApp","","A dropdown or set of buttons for presets is available in the UI.","US-018","TASK-059","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Viewer: Implement Window/Level (WW/WL) and Color Logic","Implement the pixel shader for handling WW/WL adjustments. Pass the window center and width values as constants to the shader. Add logic to handle different DICOM photometric interpretations (MONOCHROME1, MONOCHROME2, RGB). Implement interactive WW/WL via mouse input.","Task","Backlog","High","gpu-dev@project.com","pm@project.com","",14.2,"EPIC-003,WI-017,viewer,rendering","Sprint 4","DICOM Core Functionality","DicomApp","","The viewer correctly applies the default WW/WL from the DICOM tags.","US-017","TASK-058","2024-01-01 09:00","2024-01-01 09:00","DirectX,HLSL,WPF"
"Viewer: Implement Multi-Frame Scrolling and Progressive Loading","Enhance the viewer to handle multi-frame DICOM series. Implement logic to scroll through frames using the mouse wheel or a slider. To maintain performance, implement a progressive loading strategy: initially load and display downsampled previews for all frames, then load full-resolution data for the visible frame and adjacent frames in a background thread.","Task","Backlog","High","gpu-dev@project.com","pm@project.com","",16.7,"EPIC-003,WI-017,viewer,performance","Sprint 4","DICOM Core Functionality","DicomApp","","User can scroll through all frames of a multi-frame series.","US-017","TASK-058","2024-01-01 09:00","2024-01-01 09:00","C#,async/await,WPF,fo-dicom"
"Viewer: Implement Side-by-Side Comparison and Thumbnail Grid","Create a layout container that can host two `DicomViewerControl` instances for side-by-side comparison. Implement an option to synchronize pan, zoom, and scroll actions between the two viewers. Also, create a thumbnail grid panel that displays all images in the current series for quick navigation.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",12,"EPIC-003,WI-017,UI,layout","Sprint 4","DICOM Core Functionality","DicomApp","","A 'comparison mode' can be activated to show two viewers.","US-017","TASK-058","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"UI: Implement Annotation Drawing Tools on Viewer Canvas","Create an overlay canvas on top of the `DicomViewerControl`. Implement tools for drawing shapes (lines, arrows, rectangles) and placing text. This will involve handling mouse events to draw, move, and resize the annotation visuals.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",14.2,"EPIC-003,WI-035,UI,annotations","Sprint 4","DICOM Core Functionality","DicomApp","","User can select an 'Arrow' tool and draw an arrow on the image.","US-021","TASK-058","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Backend: Implement GSPS Creation Service","Create a `GspsService` that takes a collection of annotation data objects (from the ViewModel) and the original DICOM series. Based on the findings of the spike, use `fo-dicom` to construct a valid DICOM GSPS object, populating it with the appropriate graphic and text objects. Save the result as a new DICOM file.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",16.7,"EPIC-003,WI-035,backend,GSPS","Sprint 4","DICOM Core Functionality","DicomApp","","The service can convert a list of annotation objects into a `DicomFile`.","US-021","TASK-071,TASK-072","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,C#,DICOM Standard"
